Cell,category,label
08_28_11__s8,DAC,2
11_10_52__s2,DAC,2
12_89_38__s1,DAC,2
07_10_75__s1,DAC,2
08_70_10__s8,DAC,2
09_66_62__s1,DAC,2
10_43_35__s2,DAC,2
12_75_06__s8,DAC,2
12_29_30__s5,DAC,2
10_96_27__s4,DAC,2
10_55_71__s4,DAC,2
09_84_81__s1,DAC,2
12_66_09__s1,DAC,2
09_17_04__s7,DAC,2
12_66_06__s7,DAC,2
07_69_12__s7,DAC,2
09_15_31__s6,DAC,2
10_84_04__s4,DAC,2
07_27_46__s8,DAC,2
09_36_58__s4,DAC,2
09_21_81__s8,DAC,2
08_92_65__s4,DAC,2
08_44_86__s2,DAC,2
07_02_22__s7,DAC,2
11_70_06__s7,DAC,2
07_16_56__s6,DAC,2
12_23_10__s3,DAC,2
10_84_09__s3,DAC,2
12_06_76__s8,DAC,2
08_09_33__s8,DAC,2
07_53_01__s6,DAC,2
12_34_78__s2,DAC,2
07_14_51__s8,DAC,2
12_77_74__s6,DAC,2
12_44_43__s4,DAC,2
10_30_49__s5,DAC,2
07_57_27__s5,DAC,2
10_42_36__s8,DAC,2
09_04_53__s6,DAC,2
08_92_09__s8,DAC,2
07_22_67__s3,DAC,2
10_95_81__s1,DAC,2
08_65_62__s5,DAC,2
07_06_51__s1,DAC,2
08_26_72__s7,DAC,2
07_26_12__s4,DAC,2
11_85_77__s3,DAC,2
09_27_35__s7,DAC,2
12_60_80__s3,DAC,2
07_29_80__s1,DAC,2
09_03_58__s3,DAC,2
08_86_19__s1,DAC,2
07_61_06__s4,DAC,2
11_28_71__s1,DAC,2
11_63_57__s1,DAC,2
09_28_83__s3,DAC,2
10_08_32__s3,DAC,2
09_60_03__s8,DAC,2
09_86_92__s1,DAC,2
12_16_48__s5,DAC,2
07_10_58__s4,DAC,2
07_28_77__s1,DAC,2
08_10_29__s6,DAC,2
07_33_23__s1,DAC,2
08_78_25__s7,DAC,2
08_61_51__s8,DAC,2
11_54_80__s5,DAC,2
10_48_51__s6,DAC,2
09_20_15__s2,DAC,2
10_54_14__s6,DAC,2
08_73_91__s4,DAC,2
09_47_73__s6,DAC,2
12_93_68__s4,DAC,2
09_55_16__s1,DAC,2
09_82_24__s4,DAC,2
12_51_27__s8,DAC,2
11_76_87__s4,DAC,2
10_10_11__s2,DAC,2
11_21_27__s5,DAC,2
10_54_61__s4,DAC,2
07_51_82__s1,DAC,2
07_47_18__s3,DAC,2
08_64_95__s4,DAC,2
08_07_80__s3,DAC,2
10_82_81__s3,DAC,2
10_25_18__s2,DAC,2
08_24_39__s3,DAC,2
10_49_49__s8,DAC,2
10_38_32__s8,DAC,2
09_36_19__s8,DAC,2
07_26_18__s7,DAC,2
11_27_57__s2,DAC,2
07_46_27__s4,DAC,2
08_49_67__s5,DAC,2
11_05_85__s4,DAC,2
12_34_15__s2,DAC,2
10_43_68__s4,DAC,2
10_82_64__s4,DAC,2
12_55_18__s5,DAC,2
12_90_62__s7,DAC,2
10_95_08__s5,DAC,2
10_07_61__s2,DAC,2
11_26_85__s8,DAC,2
07_67_77__s6,DAC,2
12_49_54__s2,DAC,2
12_56_26__s2,DAC,2
09_34_17__s5,DAC,2
09_14_64__s4,DAC,2
09_17_64__s5,DAC,2
12_31_53__s7,DAC,2
09_54_77__s1,DAC,2
12_43_57__s1,DAC,2
09_15_30__s8,DAC,2
12_45_02__s5,DAC,2
08_23_01__s3,DAC,2
12_41_32__s7,DAC,2
10_54_55__s2,DAC,2
11_77_69__s4,DAC,2
12_75_75__s2,DAC,2
11_45_92__s5,DAC,2
12_35_25__s7,DAC,2
09_33_49__s3,DAC,2
07_38_59__s6,DAC,2
09_04_54__s7,DAC,2
09_93_76__s3,DAC,2
10_09_91__s2,DAC,2
12_59_92__s7,DAC,2
07_40_81__s6,DAC,2
09_88_40__s7,DAC,2
08_44_15__s6,DAC,2
08_42_79__s7,DAC,2
11_56_71__s7,DAC,2
10_79_46__s4,DAC,2
10_29_30__s1,DAC,2
08_87_89__s8,DAC,2
10_33_85__s4,DAC,2
07_25_77__s6,DAC,2
08_25_09__s5,DAC,2
07_26_95__s4,DAC,2
11_61_96__s8,DAC,2
07_34_06__s6,DAC,2
09_17_20__s2,DAC,2
08_15_20__s6,DAC,2
09_43_15__s1,DAC,2
09_73_07__s6,DAC,2
11_41_91__s4,DAC,2
07_18_12__s6,DAC,2
08_27_30__s6,DAC,2
12_82_83__s1,DAC,2
07_38_41__s8,DAC,2
07_43_37__s7,DAC,2
07_95_20__s3,DAC,2
12_62_86__s4,DAC,2
08_94_14__s1,DAC,2
09_24_80__s7,DAC,2
11_64_14__s4,DAC,2
11_49_43__s7,DAC,2
07_81_42__s7,DAC,2
10_65_04__s5,DAC,2
10_54_38__s4,DAC,2
12_44_05__s6,DAC,2
12_47_16__s1,DAC,2
07_82_01__s4,DAC,2
10_52_62__s2,DAC,2
10_60_23__s8,DAC,2
09_22_21__s2,DAC,2
11_79_62__s2,DAC,2
12_78_44__s8,DAC,2
09_61_21__s1,DAC,2
08_90_42__s2,DAC,2
08_19_15__s3,DAC,2
12_75_11__s3,DAC,2
09_18_29__s8,DAC,2
07_45_37__s3,DAC,2
12_88_90__s1,DAC,2
10_60_03__s2,DAC,2
07_04_96__s2,DAC,2
09_02_12__s1,DAC,2
10_82_63__s7,DAC,2
12_14_73__s4,DAC,2
09_15_29__s8,DAC,2
12_51_86__s8,DAC,2
08_75_47__s7,DAC,2
08_40_50__s4,DAC,2
11_71_36__s4,DAC,2
10_26_28__s5,DAC,2
08_53_78__s5,DAC,2
12_14_93__s4,DAC,2
12_88_19__s2,DAC,2
12_07_54__s6,DAC,2
08_94_20__s5,DAC,2
07_07_52__s4,DAC,2
08_52_09__s4,DAC,2
08_32_93__s6,DAC,2
09_52_28__s1,DAC,2
08_18_05__s6,DAC,2
08_72_67__s4,DAC,2
08_22_42__s1,DAC,2
12_06_18__s4,DAC,2
12_01_40__s6,DAC,2
09_39_69__s1,DAC,2
10_57_43__s1,DAC,2
11_80_54__s1,DAC,2
08_07_15__s2,DAC,2
09_46_76__s8,DAC,2
12_62_88__s5,DAC,2
08_37_19__s4,DAC,2
09_91_45__s4,DAC,2
11_48_41__s4,DAC,2
12_14_13__s8,DAC,2
08_29_71__s7,DAC,2
08_65_86__s4,DAC,2
07_77_20__s4,DAC,2
12_30_27__s3,DAC,2
11_57_60__s8,DAC,2
07_61_09__s3,DAC,2
08_18_60__s4,DAC,2
09_32_43__s2,DAC,2
12_24_61__s1,DAC,2
12_63_27__s6,DAC,2
12_01_23__s7,DAC,2
12_28_58__s6,DAC,2
10_55_19__s6,DAC,2
09_40_18__s2,DAC,2
12_07_60__s5,DAC,2
09_91_96__s1,DAC,2
11_85_20__s1,DAC,2
11_79_06__s5,DAC,2
10_36_71__s1,DAC,2
11_87_44__s7,DAC,2
12_21_94__s6,DAC,2
12_06_39__s7,DAC,2
07_92_01__s5,DAC,2
08_07_24__s1,DAC,2
07_82_77__s1,DAC,2
11_55_60__s2,DAC,2
12_95_37__s3,DAC,2
09_24_55__s7,DAC,2
08_92_63__s6,DAC,2
08_36_52__s7,DAC,2
10_94_91__s2,DAC,2
10_58_32__s4,DAC,2
11_09_32__s7,DAC,2
08_14_51__s1,DAC,2
11_32_47__s2,DAC,2
10_26_91__s6,DAC,2
08_71_59__s5,DAC,2
11_14_69__s8,DAC,2
09_07_81__s3,DAC,2
07_49_81__s3,DAC,2
08_19_37__s2,DAC,2
09_11_91__s4,DAC,2
10_49_21__s5,DAC,2
08_03_43__s6,DAC,2
09_29_61__s6,DAC,2
07_34_26__s6,DAC,2
12_15_88__s5,DAC,2
07_86_14__s2,DAC,2
12_51_67__s8,DAC,2
11_22_62__s5,DAC,2
07_94_60__s6,DAC,2
12_16_17__s3,DAC,2
08_18_64__s1,DAC,2
09_91_93__s1,DAC,2
08_85_12__s4,DAC,2
10_61_69__s4,DAC,2
08_53_53__s6,DAC,2
08_06_22__s1,DAC,2
11_94_79__s1,DAC,2
12_66_15__s2,DAC,2
10_81_20__s3,DAC,2
10_34_38__s1,DAC,2
09_94_08__s5,DAC,2
12_52_07__s8,DAC,2
10_39_42__s2,DAC,2
09_03_72__s4,DAC,2
08_36_55__s3,DAC,2
08_35_69__s2,DAC,2
10_16_36__s2,DAC,2
12_08_34__s5,DAC,2
11_39_60__s7,DAC,2
09_02_52__s1,DAC,2
10_89_24__s5,DAC,2
08_68_84__s6,DAC,2
10_53_93__s1,DAC,2
11_20_37__s5,DAC,2
12_28_93__s3,DAC,2
10_03_72__s2,DAC,2
09_80_92__s8,DAC,2
11_26_71__s5,DAC,2
11_11_37__s5,DAC,2
11_64_43__s3,DAC,2
07_92_86__s4,DAC,2
08_15_01__s4,DAC,2
09_67_67__s5,DAC,2
10_62_28__s8,DAC,2
10_31_80__s1,DAC,2
11_76_04__s2,DAC,2
10_42_63__s3,DAC,2
12_23_03__s1,DAC,2
12_59_76__s1,DAC,2
12_74_52__s4,DAC,2
07_81_60__s7,DAC,2
09_80_05__s5,DAC,2
10_09_19__s3,DAC,2
08_47_94__s2,DAC,2
11_11_06__s7,DAC,2
11_74_57__s1,DAC,2
10_15_90__s4,DAC,2
08_23_45__s8,DAC,2
08_23_46__s5,DAC,2
12_90_28__s2,DAC,2
12_61_54__s1,DAC,2
10_78_68__s8,DAC,2
08_39_89__s5,DAC,2
09_16_65__s3,DAC,2
07_16_69__s4,DAC,2
10_24_42__s5,DAC,2
09_13_80__s3,DAC,2
08_68_58__s1,DAC,2
11_70_79__s2,DAC,2
10_19_31__s3,DAC,2
10_38_02__s1,DAC,2
11_29_72__s2,DAC,2
10_16_37__s8,DAC,2
07_51_12__s8,DAC,2
12_21_56__s3,DAC,2
07_25_69__s5,DAC,2
09_01_81__s3,DAC,2
12_41_08__s4,DAC,2
10_58_34__s8,DAC,2
09_09_75__s8,DAC,2
09_55_83__s2,DAC,2
12_87_54__s5,DAC,2
10_75_68__s2,DAC,2
10_21_46__s3,DAC,2
12_88_81__s2,DAC,2
11_37_56__s4,DAC,2
09_95_17__s5,DAC,2
10_63_34__s3,DAC,2
12_91_61__s2,DAC,2
09_48_62__s8,DAC,2
10_47_78__s1,DAC,2
12_45_08__s4,DAC,2
10_80_43__s4,DAC,2
07_88_69__s1,DAC,2
07_24_74__s1,DAC,2
10_91_92__s8,DAC,2
12_44_49__s3,DAC,2
11_36_57__s6,DAC,2
09_50_51__s4,DAC,2
08_58_81__s7,DAC,2
11_67_50__s1,DAC,2
10_07_34__s8,DAC,2
11_38_48__s8,DAC,2
07_96_11__s5,DAC,2
10_67_71__s5,DAC,2
10_45_58__s6,DAC,2
07_43_13__s6,DAC,2
08_29_23__s8,DAC,2
10_23_14__s8,DAC,2
12_20_63__s7,DAC,2
10_34_36__s2,DAC,2
09_45_69__s5,DAC,2
10_55_58__s7,DAC,2
11_78_39__s8,DAC,2
07_85_48__s3,DAC,2
11_22_37__s6,DAC,2
08_88_10__s2,DAC,2
10_23_92__s5,DAC,2
09_74_61__s5,DAC,2
12_82_08__s4,DAC,2
11_25_50__s6,DAC,2
09_70_62__s6,DAC,2
11_85_96__s6,DAC,2
09_83_86__s4,DAC,2
09_19_08__s8,DAC,2
07_73_33__s1,DAC,2
07_62_36__s4,DAC,2
11_50_11__s6,DAC,2
12_48_18__s7,DAC,2
12_74_12__s3,DAC,2
12_07_92__s1,DAC,2
07_54_94__s1,DAC,2
10_12_23__s5,DAC,2
07_85_32__s6,DAC,2
12_65_32__s4,DAC,2
09_39_13__s7,DAC,2
22_52_47__s8,Combination,3
22_49_84__s7,Combination,3
19_90_73__s4,Combination,3
23_30_91__s1,Combination,3
19_22_51__s8,Combination,3
22_02_80__s5,Combination,3
19_19_48__s8,Combination,3
22_20_38__s2,Combination,3
24_85_75__s1,Combination,3
23_78_76__s2,Combination,3
23_90_40__s1,Combination,3
20_15_44__s5,Combination,3
22_03_33__s3,Combination,3
19_06_27__s3,Combination,3
21_30_24__s2,Combination,3
21_28_44__s5,Combination,3
21_21_78__s6,Combination,3
23_71_77__s8,Combination,3
19_11_53__s6,Combination,3
24_67_61__s1,Combination,3
23_58_16__s4,Combination,3
24_75_90__s3,Combination,3
21_09_29__s4,Combination,3
22_73_46__s6,Combination,3
20_72_91__s4,Combination,3
24_69_12__s8,Combination,3
21_70_23__s1,Combination,3
23_63_66__s4,Combination,3
24_32_68__s2,Combination,3
22_27_33__s2,Combination,3
19_70_20__s6,Combination,3
21_80_11__s8,Combination,3
19_78_94__s2,Combination,3
23_46_48__s1,Combination,3
21_10_79__s7,Combination,3
20_08_56__s3,Combination,3
24_47_17__s3,Combination,3
20_22_23__s8,Combination,3
21_88_02__s8,Combination,3
22_67_78__s4,Combination,3
22_26_54__s1,Combination,3
19_43_41__s4,Combination,3
24_94_28__s8,Combination,3
20_58_21__s2,Combination,3
22_21_87__s5,Combination,3
19_17_94__s7,Combination,3
21_68_42__s5,Combination,3
23_41_49__s3,Combination,3
23_22_34__s6,Combination,3
22_43_15__s6,Combination,3
19_32_02__s7,Combination,3
20_69_16__s8,Combination,3
21_28_79__s7,Combination,3
23_39_21__s8,Combination,3
21_62_67__s4,Combination,3
20_13_15__s4,Combination,3
22_08_59__s8,Combination,3
24_40_41__s3,Combination,3
24_67_81__s6,Combination,3
24_53_91__s6,Combination,3
19_19_73__s1,Combination,3
20_71_66__s8,Combination,3
20_33_85__s7,Combination,3
21_73_37__s4,Combination,3
23_25_72__s8,Combination,3
19_17_29__s7,Combination,3
22_24_25__s3,Combination,3
24_59_20__s7,Combination,3
24_44_56__s1,Combination,3
20_63_54__s1,Combination,3
19_07_19__s6,Combination,3
20_30_45__s1,Combination,3
20_87_14__s1,Combination,3
21_28_76__s5,Combination,3
24_88_37__s2,Combination,3
19_51_93__s1,Combination,3
22_03_59__s2,Combination,3
20_69_52__s1,Combination,3
24_29_88__s8,Combination,3
23_55_29__s7,Combination,3
23_71_29__s4,Combination,3
21_48_94__s6,Combination,3
19_16_37__s3,Combination,3
21_88_58__s4,Combination,3
23_88_13__s8,Combination,3
19_23_29__s2,Combination,3
24_11_95__s7,Combination,3
22_16_03__s5,Combination,3
22_50_31__s3,Combination,3
24_69_29__s4,Combination,3
22_20_68__s4,Combination,3
20_42_24__s1,Combination,3
20_02_82__s3,Combination,3
24_46_80__s7,Combination,3
20_08_28__s6,Combination,3
21_29_79__s3,Combination,3
19_33_23__s8,Combination,3
19_58_68__s3,Combination,3
20_94_19__s1,Combination,3
20_65_50__s7,Combination,3
24_04_44__s2,Combination,3
22_32_36__s5,Combination,3
20_46_04__s8,Combination,3
20_68_94__s5,Combination,3
22_76_47__s8,Combination,3
20_13_71__s7,Combination,3
20_61_13__s1,Combination,3
21_47_68__s5,Combination,3
21_60_84__s8,Combination,3
23_26_09__s5,Combination,3
24_51_55__s1,Combination,3
20_91_32__s2,Combination,3
20_41_25__s6,Combination,3
23_71_42__s4,Combination,3
24_73_58__s1,Combination,3
20_10_79__s4,Combination,3
24_40_29__s6,Combination,3
22_28_76__s2,Combination,3
21_34_57__s6,Combination,3
22_29_22__s3,Combination,3
19_18_41__s2,Combination,3
24_23_93__s2,Combination,3
22_01_71__s7,Combination,3
22_15_44__s7,Combination,3
20_46_13__s3,Combination,3
22_22_16__s7,Combination,3
22_11_55__s4,Combination,3
23_35_61__s3,Combination,3
20_33_19__s8,Combination,3
19_65_50__s4,Combination,3
23_93_59__s7,Combination,3
21_68_17__s6,Combination,3
19_04_41__s3,Combination,3
22_95_22__s5,Combination,3
19_61_35__s3,Combination,3
23_01_38__s5,Combination,3
20_84_72__s6,Combination,3
21_92_87__s1,Combination,3
22_08_09__s1,Combination,3
23_91_71__s1,Combination,3
22_17_07__s1,Combination,3
21_86_72__s6,Combination,3
19_78_64__s2,Combination,3
23_17_48__s7,Combination,3
23_02_78__s4,Combination,3
23_37_96__s8,Combination,3
24_15_82__s1,Combination,3
22_68_73__s5,Combination,3
20_50_59__s2,Combination,3
19_81_09__s5,Combination,3
22_15_38__s1,Combination,3
24_11_11__s2,Combination,3
19_76_29__s4,Combination,3
19_30_39__s6,Combination,3
19_74_16__s6,Combination,3
23_62_11__s2,Combination,3
22_64_81__s7,Combination,3
22_39_69__s3,Combination,3
23_58_02__s5,Combination,3
19_36_07__s7,Combination,3
21_35_42__s8,Combination,3
21_33_09__s7,Combination,3
20_19_76__s3,Combination,3
19_88_84__s3,Combination,3
21_56_44__s5,Combination,3
22_42_70__s8,Combination,3
20_37_32__s7,Combination,3
22_32_81__s1,Combination,3
24_04_82__s3,Combination,3
19_76_85__s1,Combination,3
23_80_28__s1,Combination,3
19_73_30__s5,Combination,3
22_09_31__s1,Combination,3
22_79_77__s3,Combination,3
21_16_95__s4,Combination,3
21_83_23__s2,Combination,3
21_22_26__s7,Combination,3
22_39_77__s8,Combination,3
20_63_57__s8,Combination,3
21_18_39__s3,Combination,3
19_56_79__s2,Combination,3
19_57_35__s4,Combination,3
19_70_43__s4,Combination,3
22_72_25__s4,Combination,3
20_46_71__s3,Combination,3
19_95_49__s8,Combination,3
23_66_60__s3,Combination,3
22_03_30__s2,Combination,3
21_14_19__s5,Combination,3
23_33_73__s8,Combination,3
20_54_02__s5,Combination,3
22_85_71__s3,Combination,3
21_86_48__s8,Combination,3
21_37_39__s2,Combination,3
19_50_47__s2,Combination,3
20_50_88__s1,Combination,3
21_70_50__s2,Combination,3
23_34_69__s5,Combination,3
24_04_62__s5,Combination,3
23_13_40__s3,Combination,3
22_37_71__s1,Combination,3
24_14_91__s3,Combination,3
20_02_59__s6,Combination,3
21_03_20__s3,Combination,3
24_01_56__s6,Combination,3
24_91_43__s7,Combination,3
24_62_74__s1,Combination,3
22_12_59__s7,Combination,3
23_83_54__s6,Combination,3
19_67_31__s1,Combination,3
22_11_19__s2,Combination,3
22_54_12__s3,Combination,3
23_63_39__s3,Combination,3
24_26_47__s6,Combination,3
19_80_82__s7,Combination,3
20_52_78__s5,Combination,3
22_13_67__s4,Combination,3
22_05_13__s3,Combination,3
24_12_51__s8,Combination,3
20_18_39__s1,Combination,3
19_45_11__s7,Combination,3
20_57_54__s1,Combination,3
23_55_87__s8,Combination,3
23_20_03__s2,Combination,3
21_79_08__s5,Combination,3
21_11_60__s2,Combination,3
21_56_42__s7,Combination,3
20_17_69__s2,Combination,3
23_15_93__s2,Combination,3
24_65_48__s2,Combination,3
21_62_84__s8,Combination,3
20_25_22__s7,Combination,3
22_51_76__s2,Combination,3
24_19_83__s4,Combination,3
23_91_18__s7,Combination,3
22_34_81__s8,Combination,3
21_16_54__s2,Combination,3
21_49_86__s4,Combination,3
19_16_73__s6,Combination,3
23_07_47__s1,Combination,3
20_83_95__s3,Combination,3
22_03_32__s7,Combination,3
24_28_26__s2,Combination,3
19_76_91__s5,Combination,3
24_47_25__s8,Combination,3
20_05_27__s7,Combination,3
20_76_32__s8,Combination,3
20_02_89__s8,Combination,3
24_71_06__s1,Combination,3
22_72_47__s8,Combination,3
19_25_52__s5,Combination,3
20_62_43__s1,Combination,3
19_62_83__s8,Combination,3
19_13_18__s5,Combination,3
21_15_23__s6,Combination,3
21_37_39__s4,Combination,3
21_45_01__s7,Combination,3
24_70_66__s2,Combination,3
24_14_96__s7,Combination,3
24_29_93__s3,Combination,3
21_54_62__s6,Combination,3
21_56_12__s1,Combination,3
20_49_70__s2,Combination,3
24_09_21__s2,Combination,3
21_03_57__s5,Combination,3
23_04_67__s5,Combination,3
24_53_66__s3,Combination,3
22_60_34__s8,Combination,3
21_71_85__s2,Combination,3
20_90_36__s3,Combination,3
21_18_43__s5,Combination,3
23_05_65__s3,Combination,3
23_81_76__s6,Combination,3
20_08_21__s5,Combination,3
20_17_56__s5,Combination,3
22_17_60__s1,Combination,3
24_23_83__s3,Combination,3
20_77_36__s5,Combination,3
19_22_80__s4,Combination,3
22_18_53__s3,Combination,3
19_70_83__s3,Combination,3
20_47_90__s3,Combination,3
24_89_53__s6,Combination,3
22_96_92__s6,Combination,3
22_90_48__s8,Combination,3
24_62_30__s1,Combination,3
19_71_52__s5,Combination,3
19_75_22__s1,Combination,3
20_77_05__s2,Combination,3
19_02_46__s3,Combination,3
19_02_32__s7,Combination,3
21_88_79__s5,Combination,3
24_33_69__s1,Combination,3
19_76_06__s4,Combination,3
20_77_82__s1,Combination,3
21_23_08__s8,Combination,3
20_54_91__s5,Combination,3
21_69_15__s2,Combination,3
20_03_83__s2,Combination,3
21_76_24__s2,Combination,3
21_60_54__s7,Combination,3
24_16_19__s5,Combination,3
19_91_15__s1,Combination,3
24_59_37__s6,Combination,3
22_74_17__s5,Combination,3
24_16_53__s7,Combination,3
22_26_49__s7,Combination,3
24_03_61__s4,Combination,3
19_13_49__s2,Combination,3
24_59_01__s4,Combination,3
20_64_48__s1,Combination,3
20_59_33__s3,Combination,3
23_66_20__s8,Combination,3
22_73_51__s3,Combination,3
23_48_64__s2,Combination,3
23_75_42__s8,Combination,3
23_44_08__s1,Combination,3
19_09_79__s1,Combination,3
20_04_58__s3,Combination,3
19_20_91__s2,Combination,3
20_36_19__s2,Combination,3
22_77_36__s3,Combination,3
21_40_58__s8,Combination,3
24_62_68__s8,Combination,3
24_02_44__s5,Combination,3
20_27_83__s4,Combination,3
19_58_91__s4,Combination,3
19_64_75__s4,Combination,3
22_27_78__s1,Combination,3
22_64_47__s7,Combination,3
21_30_22__s2,Combination,3
19_61_69__s6,Combination,3
22_57_75__s3,Combination,3
24_56_90__s2,Combination,3
24_57_82__s8,Combination,3
21_01_38__s1,Combination,3
23_15_47__s3,Combination,3
24_35_15__s2,Combination,3
19_21_73__s2,Combination,3
20_27_65__s5,Combination,3
22_19_16__s2,Combination,3
22_21_71__s1,Combination,3
23_36_16__s3,Combination,3
19_65_03__s8,Combination,3
19_46_05__s6,Combination,3
21_55_90__s1,Combination,3
23_27_46__s6,Combination,3
24_01_55__s6,Combination,3
19_16_60__s5,Combination,3
24_55_78__s5,Combination,3
20_17_13__s3,Combination,3
20_73_13__s7,Combination,3
21_21_88__s1,Combination,3
22_07_60__s5,Combination,3
20_04_36__s1,Combination,3
23_18_45__s3,Combination,3
23_07_95__s8,Combination,3
20_62_81__s6,Combination,3
22_88_26__s1,Combination,3
20_15_20__s5,Combination,3
22_74_33__s2,Combination,3
21_83_33__s8,Combination,3
23_32_28__s1,Combination,3
22_15_05__s7,Combination,3
22_82_20__s6,Combination,3
22_18_92__s8,Combination,3
19_74_28__s3,Combination,3
24_52_06__s6,Combination,3
24_40_33__s3,Combination,3
21_10_55__s8,Combination,3
21_91_42__s7,Combination,3
21_50_96__s2,Combination,3
23_34_13__s2,Combination,3
20_91_23__s6,Combination,3
23_45_08__s4,Combination,3
19_52_47__s3,Combination,3
24_10_38__s3,Combination,3
24_08_04__s1,Combination,3
23_69_46__s7,Combination,3
20_19_20__s7,Combination,3
19_27_94__s1,Combination,3
23_94_37__s2,Combination,3
21_06_22__s1,Combination,3
23_29_51__s1,Combination,3
19_93_68__s3,Combination,3
21_96_46__s1,Combination,3
22_80_80__s1,Combination,3
24_77_51__s6,Combination,3
22_96_68__s7,Combination,3
21_87_66__s1,Combination,3
24_40_62__s8,Combination,3
19_42_89__s8,Combination,3
19_47_38__s1,Combination,3
19_61_89__s3,Combination,3
20_54_64__s6,Combination,3
20_88_20__s4,Combination,3
21_08_37__s4,Combination,3
23_52_85__s1,Combination,3
24_16_71__s8,Combination,3
22_64_52__s8,Combination,3
24_25_80__s3,Combination,3
23_57_91__s1,Combination,3
22_30_73__s7,Combination,3
19_69_67__s8,Combination,3
22_85_63__s5,Combination,3
19_05_04__s4,Combination,3
23_59_65__s8,Combination,3
24_18_52__s7,Combination,3
23_23_74__s7,Combination,3
20_49_74__s1,Combination,3
22_21_75__s3,Combination,3
20_51_83__s4,Combination,3
21_36_50__s7,Combination,3
20_70_64__s2,Combination,3
19_24_72__s2,Combination,3
20_49_92__s6,Combination,3
24_51_07__s2,Combination,3
22_31_81__s3,Combination,3
22_66_18__s8,Combination,3
20_61_32__s5,Combination,3
20_13_37__s3,Combination,3
21_21_56__s2,Combination,3
21_45_19__s5,Combination,3
21_60_43__s5,Combination,3
22_38_13__s2,Combination,3
20_17_92__s4,Combination,3
21_11_50__s1,Combination,3
19_16_94__s2,Combination,3
21_34_49__s1,Combination,3
23_91_23__s4,Combination,3
22_27_09__s5,Combination,3
20_25_30__s2,Combination,3
20_66_34__s4,Combination,3
20_59_05__s6,Combination,3
21_09_75__s1,Combination,3
24_92_32__s5,Combination,3
19_26_08__s6,Combination,3
19_69_89__s4,Combination,3
21_34_95__s7,Combination,3
19_72_13__s5,Combination,3
22_32_52__s1,Combination,3
23_61_70__s4,Combination,3
21_07_10__s2,Combination,3
24_45_20__s5,Combination,3
19_42_21__s5,Combination,3
22_20_01__s6,Combination,3
20_63_65__s7,Combination,3
22_59_78__s3,Combination,3
20_08_45__s5,Combination,3
22_75_19__s8,Combination,3
19_65_46__s4,Combination,3
19_45_75__s5,Combination,3
22_85_80__s6,Combination,3
20_09_59__s4,Combination,3
20_94_31__s1,Combination,3
21_68_79__s3,Combination,3
22_74_35__s4,Combination,3
23_34_28__s5,Combination,3
19_56_69__s2,Combination,3
20_04_75__s2,Combination,3
21_17_39__s1,Combination,3
23_95_82__s6,Combination,3
21_44_45__s3,Combination,3
24_16_13__s2,Combination,3
19_66_34__s3,Combination,3
22_77_28__s8,Combination,3
22_48_07__s2,Combination,3
20_14_71__s1,Combination,3
23_90_19__s2,Combination,3
19_78_15__s3,Combination,3
22_31_52__s3,Combination,3
21_95_48__s3,Combination,3
20_65_65__s4,Combination,3
19_60_80__s7,Combination,3
23_86_23__s4,Combination,3
20_55_80__s3,Combination,3
21_43_09__s3,Combination,3
19_67_91__s4,Combination,3
19_41_86__s1,Combination,3
23_21_32__s6,Combination,3
22_37_34__s5,Combination,3
21_19_44__s6,Combination,3
23_78_48__s8,Combination,3
22_96_68__s2,Combination,3
23_31_42__s4,Combination,3
23_95_95__s6,Combination,3
23_50_20__s6,Combination,3
19_30_62__s4,Combination,3
21_77_09__s7,Combination,3
21_86_04__s2,Combination,3
19_43_83__s4,Combination,3
22_93_29__s1,Combination,3
22_68_94__s4,Combination,3
22_77_40__s7,Combination,3
21_02_51__s5,Combination,3
23_91_52__s2,Combination,3
22_77_30__s4,Combination,3
22_27_91__s5,Combination,3
22_10_67__s2,Combination,3
22_94_88__s3,Combination,3
23_61_41__s5,Combination,3
21_59_79__s3,Combination,3
20_53_23__s6,Combination,3
21_24_84__s8,Combination,3
23_96_12__s1,Combination,3
19_15_94__s4,Combination,3
21_70_70__s1,Combination,3
23_96_39__s8,Combination,3
24_14_48__s3,Combination,3
24_58_20__s4,Combination,3
23_40_60__s6,Combination,3
21_13_92__s6,Combination,3
22_52_28__s8,Combination,3
23_77_59__s7,Combination,3
24_63_02__s8,Combination,3
23_83_91__s3,Combination,3
19_64_29__s8,Combination,3
20_80_45__s2,Combination,3
20_70_65__s6,Combination,3
23_53_23__s4,Combination,3
23_42_56__s1,Combination,3
24_28_22__s1,Combination,3
22_68_39__s1,Combination,3
19_25_41__s7,Combination,3
24_40_31__s8,Combination,3
20_02_79__s8,Combination,3
24_52_57__s8,Combination,3
24_41_09__s7,Combination,3
19_82_27__s5,Combination,3
20_49_58__s8,Combination,3
24_58_08__s2,Combination,3
24_09_10__s2,Combination,3
20_55_74__s4,Combination,3
24_55_20__s2,Combination,3
23_92_47__s4,Combination,3
21_36_93__s7,Combination,3
22_29_31__s7,Combination,3
21_01_73__s5,Combination,3
21_46_94__s6,Combination,3
21_14_91__s7,Combination,3
20_75_49__s8,Combination,3
19_48_06__s4,Combination,3
19_47_10__s3,Combination,3
20_04_23__s7,Combination,3
